,date,location,total_vaccinations,total_distributed,people_vaccinated,share_doses_used,,
476,2/17/2021,Dept of Defense,759117,1102225,566933,0.689,,
477,2/18/2021,Dept of Defense,791494,1146200,580821,0.691,,
478,2/19/2021,Dept of Defense,810065,1165700,590070,0.695,,
479,2/20/2021,Dept of Defense,830843,1181300,601135,0.703,,
480,2/21/2021,Dept of Defense,854728,1181300,610523,0.724,,
481,2/22/2021,Dept of Defense,865896,1181300,617656,0.733,,
482,2/23/2021,Dept of Defense,868322,1208685,618732,0.718,,
483,2/24/2021,Dept of Defense,887011,1296965,626701,0.684,,
484,1/12/2021,District of Columbia,29812,62725,,0.475,,
485,1/13/2021,District of Columbia,33049,68325,1957,0.484,,
486,1/14/2021,District of Columbia,36679,68325,29927,0.537,,
487,1/15/2021,District of Columbia,39934,68325,31667,0.584,,
488,1/16/2021,District of Columbia,,,,,,
489,1/17/2021,District of Columbia,,,,,,
490,1/18/2021,District of Columbia,,,,,,
491,1/19/2021,District of Columbia,49988,68325,39747,0.732,,
492,1/20/2021,District of Columbia,51733,75175,41135,0.688,,
493,1/21/2021,District of Columbia,55108,75175,43377,0.733,,
494,1/22/2021,District of Columbia,56864,90225,44773,0.63,,
495,1/23/2021,District of Columbia,59793,91025,47088,0.657,,
496,1/24/2021,District of Columbia,62391,91025,49292,0.685,,
497,1/25/2021,District of Columbia,64194,91025,50902,0.705,,
498,1/26/2021,District of Columbia,64748,97600,51399,0.663,,
499,1/27/2021,District of Columbia,68086,107575,53590,0.633,,
500,1/28/2021,District of Columbia,70839,144425,55599,0.49,,
501,1/29/2021,District of Columbia,73328,148325,57152,0.494,,
502,1/30/2021,District of Columbia,76672,148525,59570,0.516,,
503,1/31/2021,District of Columbia,80526,148525,61737,0.542,,
504,2/1/2021,District of Columbia,82519,148525,63208,0.556,,
505,2/2/2021,District of Columbia,83553,147125,64241,0.568,,
506,2/3/2021,District of Columbia,85065,159925,65207,0.532,,
507,2/4/2021,District of Columbia,94095,164900,66645,0.571,,
508,2/5/2021,District of Columbia,98862,166950,69999,0.592,,
509,2/6/2021,District of Columbia,102031,166950,71810,0.611,,
510,2/7/2021,District of Columbia,105819,166950,73505,0.634,,
511,2/8/2021,District of Columbia,108475,166950,75351,0.65,,
512,2/9/2021,District of Columbia,108475,166950,75351,0.65,,
513,2/10/2021,District of Columbia,108475,179725,75351,0.604,,
514,2/11/2021,District of Columbia,111720,193600,79776,0.577,,
515,2/12/2021,District of Columbia,114110,193800,80772,0.589,,
516,2/13/2021,District of Columbia,116261,193900,81699,0.6,,
517,2/14/2021,District of Columbia,121313,193900,84740,0.626,,
518,2/15/2021,District of Columbia,,,,,,
519,2/16/2021,District of Columbia,126500,193900,87243,0.652,,
520,2/17/2021,District of Columbia,128460,193900,88287,0.663,,
521,2/18/2021,District of Columbia,130437,193900,88924,0.673,,
522,2/19/2021,District of Columbia,157111,225125,106692,0.698,,
523,2/20/2021,District of Columbia,159640,225125,107751,0.709,,
524,2/21/2021,District of Columbia,162674,225125,109045,0.723,,
525,2/22/2021,District of Columbia,164207,225125,109636,0.729,,
526,2/23/2021,District of Columbia,166724,249315,110923,0.669,,
527,2/24/2021,District of Columbia,170343,269005,113188,0.633,,
528,1/12/2021,Federated States of Micronesia,424,9800,414,0.043,,
529,1/13/2021,Federated States of Micronesia,565,9800,555,0.058,,
530,1/14/2021,Federated States of Micronesia,605,9800,604,0.062,,
531,1/15/2021,Federated States of Micronesia,694,9800,692,0.071,,
532,1/16/2021,Federated States of Micronesia,,,,,,
533,1/17/2021,Federated States of Micronesia,,,,,,
534,1/18/2021,Federated States of Micronesia,,,,,,
535,1/19/2021,Federated States of Micronesia,1436,9800,1434,0.147,,
536,1/20/2021,Federated States of Micronesia,1756,9800,1753,0.179,,
537,1/21/2021,Federated States of Micronesia,2087,9800,2084,0.213,,
538,1/22/2021,Federated States of Micronesia,2514,9800,2511,0.257,,
539,1/23/2021,Federated States of Micronesia,2752,13600,2749,0.202,,
540,1/24/2021,Federated States of Micronesia,2752,13600,2749,0.202,,
541,1/25/2021,Federated States of Micronesia,2758,19400,2755,0.142,,
542,1/26/2021,Federated States of Micronesia,2977,19400,2973,0.153,,
543,1/27/2021,Federated States of Micronesia,3241,19400,3210,0.167,,
544,1/28/2021,Federated States of Micronesia,3502,19400,3471,0.181,,
545,1/29/2021,Federated States of Micronesia,3965,19400,3933,0.204,,
546,1/30/2021,Federated States of Micronesia,3965,19400,3933,0.204,,
547,1/31/2021,Federated States of Micronesia,3965,19400,3933,0.204,,
548,2/1/2021,Federated States of Micronesia,5110,19400,5068,0.263,,
549,2/2/2021,Federated States of Micronesia,5726,19400,5683,0.295,,
550,2/3/2021,Federated States of Micronesia,6254,19400,6210,0.322,,
551,2/4/2021,Federated States of Micronesia,6699,21900,6646,0.306,,
552,2/5/2021,Federated States of Micronesia,7005,21900,6943,0.32,,
553,2/6/2021,Federated States of Micronesia,7335,21900,7230,0.335,,
554,2/7/2021,Federated States of Micronesia,7415,21900,7309,0.339,,
555,2/8/2021,Federated States of Micronesia,7449,21900,7310,0.34,,
556,2/9/2021,Federated States of Micronesia,7725,30000,7550,0.258,,
557,2/10/2021,Federated States of Micronesia,8017,30000,7744,0.267,,
558,2/11/2021,Federated States of Micronesia,8365,30000,7991,0.279,,
559,2/12/2021,Federated States of Micronesia,8751,30000,8270,0.292,,
560,2/13/2021,Federated States of Micronesia,9230,30000,8434,0.308,,
561,2/14/2021,Federated States of Micronesia,9415,30000,8495,0.314,,
562,2/15/2021,Federated States of Micronesia,,,,,,
563,2/16/2021,Federated States of Micronesia,9980,30000,8825,0.333,,
564,2/17/2021,Federated States of Micronesia,10603,30000,9118,0.353,,
565,2/18/2021,Federated States of Micronesia,11119,30000,9321,0.371,,
566,2/19/2021,Federated States of Micronesia,11590,30000,9468,0.386,,
567,2/20/2021,Federated States of Micronesia,11590,30000,9468,0.386,,
568,2/21/2021,Federated States of Micronesia,12196,30000,9715,0.407,,
569,2/22/2021,Federated States of Micronesia,12196,30000,9715,0.407,,
570,2/23/2021,Federated States of Micronesia,12196,30000,9715,0.407,,
571,2/24/2021,Federated States of Micronesia,12999,30000,10053,0.433,,
572,1/12/2021,Florida,633440,1676300,586741,0.378,,
573,1/13/2021,Florida,705398,1680200,647330,0.42,,
574,1/14/2021,Florida,774485,1970875,709002,0.393,,
575,1/15/2021,Florida,853081,2069175,776430,0.412,,
576,1/16/2021,Florida,,,,,,
577,1/17/2021,Florida,,,,,,
578,1/18/2021,Florida,,,,,,
579,1/19/2021,Florida,1174685,2069175,1068787,0.568,,
580,1/20/2021,Florida,1239975,2545050,1125338,0.487,,
581,1/21/2021,Florida,1239975,2546050,1125338,0.487,,
582,1/22/2021,Florida,1314377,2616250,1186719,0.502,,
583,1/23/2021,Florida,1489003,2908275,1333116,0.512,,
584,1/24/2021,Florida,1544794,2908275,1384479,0.531,,
585,1/25/2021,Florida,1544794,2908275,1384407,0.531,,
586,1/26/2021,Florida,1575490,3095350,1412466,0.509,,
587,1/27/2021,Florida,1632491,3095850,1451507,0.527,,
588,1/28/2021,Florida,1707251,3095850,1497903,0.551,,
589,1/29/2021,Florida,1796246,3220350,1554179,0.558,,
590,1/30/2021,Florida,1890198,3396350,1610425,0.557,,
591,1/31/2021,Florida,1959626,3396350,1656005,0.577,,
592,2/1/2021,Florida,2005378,3396350,1683674,0.59,,
593,2/2/2021,Florida,2048143,3657775,1712327,0.56,,
594,2/3/2021,Florida,2133168,3658975,1752699,0.583,,
595,2/4/2021,Florida,2223754,3658975,1793625,0.608,,
596,2/5/2021,Florida,2260744,3791925,1812723,0.596,,
597,2/6/2021,Florida,2385839,3791925,1865090,0.629,,
598,2/7/2021,Florida,2607527,3791925,1965590,0.688,,
599,2/8/2021,Florida,2607527,3791925,1965590,0.688,,
600,2/9/2021,Florida,2731300,4217275,2023419,0.648,,
601,2/10/2021,Florida,2835535,4258875,2064585,0.666,,
602,2/11/2021,Florida,2957730,4318675,2118750,0.685,,
603,2/12/2021,Florida,3216044,4332100,2235645,0.742,,
604,2/13/2021,Florida,3351430,4441375,2304435,0.755,,
605,2/14/2021,Florida,3467856,4514300,2366552,0.768,,
606,2/15/2021,Florida,,,,,,
607,2/16/2021,Florida,3598996,4597575,2441429,0.783,,
608,2/17/2021,Florida,3702569,4699950,2498089,0.788,,
609,2/18/2021,Florida,3819224,4700950,2562863,0.812,,
610,2/19/2021,Florida,4198451,4971575,2793123,0.844,,
611,2/20/2021,Florida,4205898,5120975,2796210,0.821,,
612,2/21/2021,Florida,4387051,5120975,2877011,0.857,,
613,2/22/2021,Florida,4390626,5120975,2879026,0.857,,
614,2/23/2021,Florida,4406005,5483265,2884231,0.804,,
615,2/24/2021,Florida,4502702,5997365,2936823,0.751,,
616,1/12/2021,Georgia,170571,960975,85110,0.177,,
617,1/13/2021,Georgia,198756,1003975,86105,0.198,,
618,1/14/2021,Georgia,231305,1010900,204301,0.229,,
619,1/15/2021,Georgia,231305,1011200,204301,0.229,,
620,1/16/2021,Georgia,,,,,,
621,1/17/2021,Georgia,,,,,,
622,1/18/2021,Georgia,,,,,,
623,1/19/2021,Georgia,312336,1011200,278151,0.309,,
624,1/20/2021,Georgia,397048,1077375,356010,0.369,,
625,1/21/2021,Georgia,453862,1162275,407000,0.39,,
626,1/22/2021,Georgia,603486,1235375,533665,0.489,,
627,1/23/2021,Georgia,604067,1235775,534161,0.489,,
628,1/24/2021,Georgia,604067,1235775,534161,0.489,,
629,1/25/2021,Georgia,604067,1235775,534161,0.489,,
630,1/26/2021,Georgia,668589,1309850,591385,0.51,,
631,1/27/2021,Georgia,712866,1412450,622905,0.505,,
632,1/28/2021,Georgia,764211,1441025,659212,0.53,,
633,1/29/2021,Georgia,810291,1448825,693085,0.559,,
634,1/30/2021,Georgia,856746,1449800,729117,0.591,,
635,1/31/2021,Georgia,906186,1449800,766875,0.625,,
636,2/1/2021,Georgia,930517,1449800,785487,0.642,,
637,2/2/2021,Georgia,940066,1557175,790354,0.604,,
638,2/3/2021,Georgia,975038,1638700,813214,0.595,,
639,2/4/2021,Georgia,1008040,1686125,834091,0.598,,
640,2/5/2021,Georgia,1051622,1688075,860543,0.623,,
641,2/6/2021,Georgia,1098863,1688075,887597,0.651,,
642,2/7/2021,Georgia,1146024,1688075,912189,0.679,,
643,2/8/2021,Georgia,1167738,1688075,923282,0.692,,
644,2/9/2021,Georgia,1179950,1840775,927176,0.641,,
645,2/10/2021,Georgia,1223850,1914800,946505,0.639,,
646,2/11/2021,Georgia,1273015,2017525,967179,0.631,,
647,2/12/2021,Georgia,1273015,2017525,967179,0.631,,
648,2/13/2021,Georgia,1328795,2020275,987693,0.658,,
649,2/14/2021,Georgia,1437718,2020275,1027629,0.712,,
650,2/15/2021,Georgia,,,,,,
651,2/16/2021,Georgia,1473440,2130100,1040075,0.692,,
652,2/17/2021,Georgia,1473440,2131775,1040075,0.691,,
653,2/18/2021,Georgia,1569216,2145525,1073929,0.731,,
654,2/19/2021,Georgia,1720789,2286360,1158554,0.753,,
655,2/20/2021,Georgia,1786755,2292085,1181826,0.78,,
656,2/21/2021,Georgia,1850856,2292085,1202374,0.807,,
657,2/22/2021,Georgia,1873683,2292085,1210708,0.817,,
658,2/23/2021,Georgia,1880429,2369305,1213224,0.794,,
659,2/24/2021,Georgia,1919262,2535925,1225659,0.757,,
660,1/12/2021,Guam,3791,26500,401,0.143,,
661,1/13/2021,Guam,3791,34300,401,0.111,,
662,1/14/2021,Guam,3791,34300,3785,0.111,,
663,1/15/2021,Guam,3791,34300,3785,0.111,,
664,1/16/2021,Guam,,,,,,
665,1/17/2021,Guam,,,,,,
666,1/18/2021,Guam,,,,,,
667,1/19/2021,Guam,3791,34300,3785,0.111,,
668,1/20/2021,Guam,3791,34300,3785,0.111,,
669,1/21/2021,Guam,3791,34300,3785,0.111,,
670,1/22/2021,Guam,3791,34300,3785,0.111,,
671,1/23/2021,Guam,3791,34300,3785,0.111,,
672,1/24/2021,Guam,3791,34300,3785,0.111,,
673,1/25/2021,Guam,3791,34300,3785,0.111,,
674,1/26/2021,Guam,17306,34300,13378,0.505,,
675,1/27/2021,Guam,18263,34300,14269,0.532,,
676,1/28/2021,Guam,19520,34300,15405,0.569,,
677,1/29/2021,Guam,21254,34300,16747,0.62,,
678,1/30/2021,Guam,22454,34300,17784,0.655,,
679,1/31/2021,Guam,22454,34300,17784,0.655,,
680,2/1/2021,Guam,23445,34300,18538,0.684,,
681,2/2/2021,Guam,24810,43500,19700,0.57,,
682,2/3/2021,Guam,26068,43500,20785,0.599,,
683,2/4/2021,Guam,26068,51300,20785,0.508,,
684,2/5/2021,Guam,27369,51300,21871,0.534,,
685,2/6/2021,Guam,28959,51300,23195,0.565,,
686,2/7/2021,Guam,29572,51300,23564,0.576,,
687,2/8/2021,Guam,29719,51300,23693,0.579,,
688,2/9/2021,Guam,30923,51300,24420,0.603,,
689,2/10/2021,Guam,32443,51300,25308,0.632,,
690,2/11/2021,Guam,33993,51300,26019,0.663,,
691,2/12/2021,Guam,35917,51300,26699,0.7,,
692,2/13/2021,Guam,37750,51300,27348,0.736,,
693,2/14/2021,Guam,38622,51300,27647,0.753,,
694,2/15/2021,Guam,,,,,,
695,2/16/2021,Guam,39504,51300,27946,0.77,,
696,2/17/2021,Guam,41007,51300,28460,0.799,,
697,2/18/2021,Guam,42671,51300,29055,0.832,,
698,2/19/2021,Guam,46897,51300,31432,0.914,,
699,2/20/2021,Guam,48387,51300,31950,0.943,,
700,2/21/2021,Guam,48479,51300,32024,0.945,,
701,2/22/2021,Guam,49587,51300,32386,0.967,,
702,2/23/2021,Guam,50500,51300,32809,0.984,,
703,2/24/2021,Guam,51514,51300,33193,1.004,,
704,1/12/2021,Hawaii,33483,141750,,0.236,,
705,1/13/2021,Hawaii,36605,154150,,0.237,,
706,1/14/2021,Hawaii,47985,154150,,0.311,,
707,1/15/2021,Hawaii,46958,154150,39690,0.305,,
708,1/16/2021,Hawaii,,,,,,
709,1/17/2021,Hawaii,,,,,,
710,1/18/2021,Hawaii,,,,,,
711,1/19/2021,Hawaii,63954,154150,52635,0.415,,
712,1/20/2021,Hawaii,71944,154150,58111,0.467,,
713,1/21/2021,Hawaii,79414,189675,63282,0.419,,
714,1/22/2021,Hawaii,84793,191375,67991,0.443,,
715,1/23/2021,Hawaii,84792,191575,67990,0.443,,
716,1/24/2021,Hawaii,84792,191575,67990,0.443,,
717,1/25/2021,Hawaii,92092,191575,74296,0.481,,
718,1/26/2021,Hawaii,93760,210425,75820,0.446,,
719,1/27/2021,Hawaii,97692,217425,79147,0.449,,
720,1/28/2021,Hawaii,103944,226700,84139,0.459,,
721,1/29/2021,Hawaii,111165,226800,89428,0.49,,
722,1/30/2021,Hawaii,120502,227400,96743,0.53,,
723,1/31/2021,Hawaii,129267,227400,103398,0.568,,
724,2/1/2021,Hawaii,135836,227400,108745,0.597,,
725,2/2/2021,Hawaii,137914,246550,110757,0.559,,
726,2/3/2021,Hawaii,143686,253150,115440,0.568,,
727,2/4/2021,Hawaii,151107,262900,120533,0.575,,
728,2/5/2021,Hawaii,169713,262900,126683,0.646,,
729,2/6/2021,Hawaii,179059,263000,132701,0.681,,
730,2/7/2021,Hawaii,187048,263000,137230,0.711,,
731,2/8/2021,Hawaii,194035,263000,142259,0.738,,
732,2/9/2021,Hawaii,194035,285950,142259,0.679,,
733,2/10/2021,Hawaii,194035,296250,142259,0.655,,
734,2/11/2021,Hawaii,200618,308300,150648,0.651,,
735,2/12/2021,Hawaii,208807,310200,154828,0.673,,
736,2/13/2021,Hawaii,217780,310400,159583,0.702,,
737,2/14/2021,Hawaii,225188,310600,162945,0.725,,
738,2/15/2021,Hawaii,,,,,,
739,2/16/2021,Hawaii,237172,311200,168479,0.762,,
740,2/17/2021,Hawaii,240715,320950,170911,0.75,,
741,2/18/2021,Hawaii,247392,320950,174151,0.771,,
742,2/19/2021,Hawaii,301369,397750,210213,0.758,,
743,2/20/2021,Hawaii,312730,397750,215488,0.786,,
744,2/21/2021,Hawaii,322966,397750,219881,0.812,,
745,2/22/2021,Hawaii,331321,397750,223785,0.833,,
746,2/23/2021,Hawaii,333599,449460,224806,0.742,,
747,2/24/2021,Hawaii,339771,459350,227011,0.74,,
748,1/12/2021,Idaho,35845,146750,31504,0.244,,
749,1/13/2021,Idaho,38872,158125,33176,0.246,,
750,1/14/2021,Idaho,42586,160075,35179,0.266,,
751,1/15/2021,Idaho,46636,160075,37646,0.291,,
752,1/16/2021,Idaho,,,,,,
753,1/17/2021,Idaho,,,,,,
754,1/18/2021,Idaho,,,,,,
755,1/19/2021,Idaho,63975,160075,53609,0.4,,
756,1/20/2021,Idaho,69267,166850,58328,0.415,,
757,1/21/2021,Idaho,73372,178175,61118,0.412,,
758,1/22/2021,Idaho,77988,181100,64295,0.431,,
759,1/23/2021,Idaho,82640,181100,68292,0.456,,
760,1/24/2021,Idaho,87128,181100,72424,0.481,,
761,1/25/2021,Idaho,91271,181100,76199,0.504,,
762,1/26/2021,Idaho,93766,184025,78484,0.51,,
763,1/27/2021,Idaho,96991,203225,80857,0.477,,
764,1/28/2021,Idaho,102800,210750,85373,0.488,,
765,1/29/2021,Idaho,108873,221550,88975,0.491,,
766,1/30/2021,Idaho,114729,221550,93632,0.518,,
767,1/31/2021,Idaho,120880,221550,98287,0.546,,
768,2/1/2021,Idaho,124377,221550,100946,0.561,,
769,2/2/2021,Idaho,126648,216975,102959,0.584,,
770,2/3/2021,Idaho,132384,245925,107234,0.538,,
771,2/4/2021,Idaho,141897,262275,113110,0.541,,
772,2/5/2021,Idaho,159394,262275,120147,0.608,,
773,2/6/2021,Idaho,176220,266475,133810,0.661,,
774,2/7/2021,Idaho,185681,266475,140916,0.697,,
775,2/8/2021,Idaho,195591,266475,149231,0.734,,
776,2/9/2021,Idaho,198826,282075,151372,0.705,,
777,2/10/2021,Idaho,205379,310025,155238,0.662,,
778,2/11/2021,Idaho,214063,319825,159796,0.669,,
779,2/12/2021,Idaho,214063,320800,159796,0.667,,
780,2/13/2021,Idaho,221585,328600,163950,0.674,,
781,2/14/2021,Idaho,242295,329575,174495,0.735,,
782,2/15/2021,Idaho,,,,,,
783,2/16/2021,Idaho,263625,333575,187653,0.79,,
784,2/17/2021,Idaho,270169,334550,191063,0.808,,
785,2/18/2021,Idaho,278474,336650,195596,0.827,,
786,2/19/2021,Idaho,304647,357200,211625,0.853,,
787,2/20/2021,Idaho,313466,358200,216285,0.875,,
788,2/21/2021,Idaho,326336,358200,222381,0.911,,
789,2/22/2021,Idaho,336243,358200,227171,0.939,,
790,2/23/2021,Idaho,340444,388815,229220,0.876,,
791,2/24/2021,Idaho,346534,422185,231667,0.821,,
792,1/12/2021,Illinois,347005,903100,284035,0.384,,
793,1/13/2021,Illinois,365859,920225,291445,0.398,,
794,1/14/2021,Illinois,403666,958125,316876,0.421,,
795,1/15/2021,Illinois,437765,1011225,341518,0.433,,
796,1/16/2021,Illinois,,,,,,
797,1/17/2021,Illinois,,,,,,
798,1/18/2021,Illinois,,,,,,
799,1/19/2021,Illinois,525261,1011225,414362,0.519,,
800,1/20/2021,Illinois,539926,1094000,425824,0.494,,
801,1/21/2021,Illinois,570527,1173325,452010,0.486,,
802,1/22/2021,Illinois,607502,1209300,479848,0.502,,
803,1/23/2021,Illinois,654752,1417250,518779,0.462,,
804,1/24/2021,Illinois,699072,1417250,556517,0.493,,
805,1/25/2021,Illinois,723203,1417250,578406,0.51,,
806,1/26/2021,Illinois,737989,1548950,590212,0.476,,
807,1/27/2021,Illinois,766659,1591000,611024,0.482,,
808,1/28/2021,Illinois,823325,1631775,643555,0.505,,
809,1/29/2021,Illinois,884502,1658725,685529,0.533,,
810,1/30/2021,Illinois,948804,1696575,733006,0.559,,
811,1/31/2021,Illinois,1011454,1696575,781536,0.596,,
812,2/1/2021,Illinois,1054814,1696575,817253,0.622,,
813,2/2/2021,Illinois,1073076,1859850,831556,0.577,,
814,2/3/2021,Illinois,1108571,1986725,859076,0.558,,
815,2/4/2021,Illinois,1178369,2053325,905981,0.574,,
816,2/5/2021,Illinois,1247521,2089050,962345,0.597,,
817,2/6/2021,Illinois,1329963,2089050,1028487,0.637,,
818,2/7/2021,Illinois,1401585,2089050,1086599,0.671,,
819,2/8/2021,Illinois,1457693,2089050,1131846,0.698,,
820,2/9/2021,Illinois,1477780,2207200,1148175,0.67,,
821,2/10/2021,Illinois,1539781,2327100,1198096,0.662,,
822,2/11/2021,Illinois,1604830,2455500,1243706,0.654,,
823,2/12/2021,Illinois,1674988,2481075,1294565,0.675,,
824,2/13/2021,Illinois,1772568,2561800,1364527,0.692,,
825,2/14/2021,Illinois,1854228,2566675,1421577,0.722,,
826,2/15/2021,Illinois,,,,,,
827,2/16/2021,Illinois,1954382,2661550,1498639,0.734,,
828,2/17/2021,Illinois,1996099,2694700,1531557,0.741,,
829,2/18/2021,Illinois,2037388,2706400,1557154,0.753,,
830,2/19/2021,Illinois,2174539,2883925,1647720,0.754,,
831,2/20/2021,Illinois,2261482,2924725,1697843,0.773,,
832,2/21/2021,Illinois,2339546,2924925,1742360,0.8,,
833,2/22/2021,Illinois,2354395,2924925,1750507,0.805,,
834,2/23/2021,Illinois,2416034,3005345,1786799,0.804,,
835,2/24/2021,Illinois,2461385,3327065,1811338,0.74,,
836,1/12/2021,Indian Health Svc,68387,224425,16105,0.305,,
837,1/13/2021,Indian Health Svc,74462,290900,17240,0.256,,
838,1/14/2021,Indian Health Svc,81726,291800,69313,0.28,,
839,1/15/2021,Indian Health Svc,90245,292700,77309,0.308,,
840,1/16/2021,Indian Health Svc,,,,,,
841,1/17/2021,Indian Health Svc,,,,,,
842,1/18/2021,Indian Health Svc,,,,,,
843,1/19/2021,Indian Health Svc,104140,292700,90329,0.356,,
844,1/20/2021,Indian Health Svc,108975,315325,93635,0.346,,
845,1/21/2021,Indian Health Svc,117297,323600,99004,0.362,,
846,1/22/2021,Indian Health Svc,123534,355475,103912,0.348,,
847,1/23/2021,Indian Health Svc,143678,357850,120761,0.402,,
848,1/24/2021,Indian Health Svc,153784,357850,128843,0.43,,
849,1/25/2021,Indian Health Svc,155529,357850,130085,0.435,,
850,1/26/2021,Indian Health Svc,158282,357950,131481,0.442,,
851,1/27/2021,Indian Health Svc,165764,386400,135456,0.429,,
852,1/28/2021,Indian Health Svc,180226,406525,144908,0.443,,
853,1/29/2021,Indian Health Svc,191109,423400,152563,0.451,,
854,1/30/2021,Indian Health Svc,194962,423600,155066,0.46,,
855,1/31/2021,Indian Health Svc,209747,423600,165493,0.495,,
856,2/1/2021,Indian Health Svc,210664,423600,166090,0.497,,
857,2/2/2021,Indian Health Svc,214183,440900,168022,0.486,,
858,2/3/2021,Indian Health Svc,224095,461000,174664,0.486,,
859,2/4/2021,Indian Health Svc,238594,477275,182111,0.5,,
860,2/5/2021,Indian Health Svc,244323,492875,185622,0.496,,
861,2/6/2021,Indian Health Svc,276062,492875,204056,0.56,,
862,2/7/2021,Indian Health Svc,282039,492875,208409,0.572,,
863,2/8/2021,Indian Health Svc,291338,492875,214822,0.591,,
864,2/9/2021,Indian Health Svc,297375,492875,219484,0.603,,
865,2/10/2021,Indian Health Svc,306717,662850,224869,0.463,,
866,2/11/2021,Indian Health Svc,325336,679350,236970,0.479,,
867,2/12/2021,Indian Health Svc,346969,679950,251445,0.51,,
868,2/13/2021,Indian Health Svc,362802,691650,261997,0.525,,
869,2/14/2021,Indian Health Svc,378614,695550,273379,0.544,,
870,2/15/2021,Indian Health Svc,,,,,,
871,2/16/2021,Indian Health Svc,385284,697025,278647,0.553,,
872,2/17/2021,Indian Health Svc,390833,697025,282359,0.561,,
873,2/18/2021,Indian Health Svc,401516,698000,289605,0.575,,
874,2/19/2021,Indian Health Svc,407039,704825,292789,0.578,,
875,2/20/2021,Indian Health Svc,412073,732905,295515,0.562,,
876,2/21/2021,Indian Health Svc,426034,732905,304986,0.581,,
877,2/22/2021,Indian Health Svc,441876,732905,314387,0.603,,
878,2/23/2021,Indian Health Svc,455371,748780,323323,0.608,,
879,2/24/2021,Indian Health Svc,468627,826090,331324,0.567,,
880,1/12/2021,Indiana,191844,540475,114781,0.355,,
881,1/13/2021,Indiana,211334,579050,125763,0.365,,
882,1/14/2021,Indiana,233488,630025,203889,0.371,,
883,1/15/2021,Indiana,260310,642425,222599,0.405,,
884,1/16/2021,Indiana,,,,,,
885,1/17/2021,Indiana,,,,,,
886,1/18/2021,Indiana,,,,,,
887,1/19/2021,Indiana,334686,642425,283779,0.521,,
888,1/20/2021,Indiana,356385,741025,297720,0.481,,
889,1/21/2021,Indiana,387137,816025,320266,0.474,,
890,1/22/2021,Indiana,414127,839925,340055,0.493,,
891,1/23/2021,Indiana,446029,841725,367944,0.53,,
892,1/24/2021,Indiana,446029,841725,367944,0.53,,
893,1/25/2021,Indiana,491856,841725,408181,0.584,,
894,1/26/2021,Indiana,498824,900175,413982,0.554,,
895,1/27/2021,Indiana,524180,920975,432791,0.569,,
896,1/28/2021,Indiana,552144,925300,454380,0.597,,
897,1/29/2021,Indiana,581322,929900,475928,0.625,,
898,1/30/2021,Indiana,607185,931500,495746,0.652,,
899,1/31/2021,Indiana,607185,931500,495746,0.652,,
900,2/1/2021,Indiana,607185,931500,495746,0.652,,
901,2/2/2021,Indiana,612289,1091375,499215,0.561,,
902,2/3/2021,Indiana,637745,1106550,517147,0.576,,
903,2/4/2021,Indiana,671191,1116375,541269,0.601,,
904,2/5/2021,Indiana,710888,1117350,568118,0.636,,
905,2/6/2021,Indiana,749771,1118350,593266,0.67,,
906,2/7/2021,Indiana,749771,1118350,593266,0.67,,
907,2/8/2021,Indiana,749771,1118350,593266,0.67,,
908,2/9/2021,Indiana,761070,1206125,598731,0.631,,
909,2/10/2021,Indiana,795702,1291675,617918,0.616,,
910,2/11/2021,Indiana,832031,1351325,637068,0.616,,
911,2/12/2021,Indiana,873568,1360125,659495,0.642,,
912,2/13/2021,Indiana,1018783,1387975,749756,0.734,,
913,2/14/2021,Indiana,1058874,1388375,770193,0.763,,
914,2/15/2021,Indiana,,,,,,
915,2/16/2021,Indiana,1091762,1445100,787050,0.755,,
916,2/17/2021,Indiana,1113413,1447050,797872,0.769,,
917,2/18/2021,Indiana,1125976,1452900,803800,0.775,,
918,2/19/2021,Indiana,1194094,1487400,841694,0.803,,
919,2/20/2021,Indiana,1234416,1487400,859278,0.83,,
920,2/21/2021,Indiana,1269839,1487400,874152,0.854,,
921,2/22/2021,Indiana,1292340,1487400,884201,0.869,,
922,2/23/2021,Indiana,1298877,1704790,887936,0.762,,
923,2/24/2021,Indiana,1361053,1734580,911746,0.785,,
924,1/12/2021,Iowa,98691,208875,91969,0.472,,
925,1/13/2021,Iowa,112093,264125,101859,0.424,,
926,1/14/2021,Iowa,112093,268025,100805,0.418,,
927,1/15/2021,Iowa,120983,269000,108056,0.45,,
928,1/16/2021,Iowa,,,,,,
929,1/17/2021,Iowa,,,,,,
930,1/18/2021,Iowa,,,,,,
931,1/19/2021,Iowa,144955,269000,130042,0.539,,
932,1/20/2021,Iowa,149850,291075,133528,0.515,,
933,1/21/2021,Iowa,158743,328600,139500,0.483,,
934,1/22/2021,Iowa,170607,338950,145642,0.503,,
935,1/23/2021,Iowa,180110,361475,151145,0.498,,
936,1/24/2021,Iowa,191183,361475,157635,0.529,,
937,1/25/2021,Iowa,196203,361475,161445,0.543,,
938,1/26/2021,Iowa,197982,361575,162795,0.548,,
939,1/27/2021,Iowa,204196,362875,165466,0.563,,
940,1/28/2021,Iowa,212497,391575,169341,0.543,,
941,1/29/2021,Iowa,224347,398600,174655,0.563,,
942,1/30/2021,Iowa,237874,417900,182537,0.569,,
